Number of Single-Level Fields:
      30
Length of each field:
     210
                                            Calday
  2.0525000e+02  2.0550000e+02  2.0575000e+02  2.0600000e+02  2.0625000e+02
  2.0650000e+02  2.0675000e+02  2.0700000e+02  2.0725000e+02  2.0750000e+02
  2.0775000e+02  2.0800000e+02  2.0825000e+02  2.0850000e+02  2.0875000e+02
  2.0900000e+02  2.0925000e+02  2.0950000e+02  2.0975000e+02  2.1000000e+02
  2.1025000e+02  2.1050000e+02  2.1075000e+02  2.1100000e+02  2.1125000e+02
  2.1150000e+02  2.1175000e+02  2.1200000e+02  2.1225000e+02  2.1250000e+02
  2.1275000e+02  2.1300000e+02  2.1325000e+02  2.1350000e+02  2.1375000e+02
  2.1400000e+02  2.1425000e+02  2.1450000e+02  2.1475000e+02  2.1500000e+02
  2.1525000e+02  2.1550000e+02  2.1575000e+02  2.1600000e+02  2.1625000e+02
  2.1650000e+02  2.1675000e+02  2.1700000e+02  2.1725000e+02  2.1750000e+02
  2.1775000e+02  2.1800000e+02  2.1825000e+02  2.1850000e+02  2.1875000e+02
  2.1900000e+02  2.1925000e+02  2.1950000e+02  2.1975000e+02  2.2000000e+02
  2.2025000e+02  2.2050000e+02  2.2075000e+02  2.2100000e+02  2.2125000e+02
  2.2150000e+02  2.2175000e+02  2.2200000e+02  2.2225000e+02  2.2250000e+02
  2.2275000e+02  2.2300000e+02  2.2325000e+02  2.2350000e+02  2.2375000e+02
  2.2400000e+02  2.2425000e+02  2.2450000e+02  2.2475000e+02  2.2500000e+02
  2.2525000e+02  2.2550000e+02  2.2575000e+02  2.2600000e+02  2.2625000e+02
  2.2650000e+02  2.2675000e+02  2.2700000e+02  2.2725000e+02  2.2750000e+02
  2.2775000e+02  2.2800000e+02  2.2825000e+02  2.2850000e+02  2.2875000e+02
  2.2900000e+02  2.2925000e+02  2.2950000e+02  2.2975000e+02  2.3000000e+02
  2.3025000e+02  2.3050000e+02  2.3075000e+02  2.3100000e+02  2.3125000e+02
  2.3150000e+02  2.3175000e+02  2.3200000e+02  2.3225000e+02  2.3250000e+02
  2.3275000e+02  2.3300000e+02  2.3325000e+02  2.3350000e+02  2.3375000e+02
  2.3400000e+02  2.3425000e+02  2.3450000e+02  2.3475000e+02  2.3500000e+02
  2.3525000e+02  2.3550000e+02  2.3575000e+02  2.3600000e+02  2.3625000e+02
  2.3650000e+02  2.3675000e+02  2.3700000e+02  2.3725000e+02  2.3750000e+02
  2.3775000e+02  2.3800000e+02  2.3825000e+02  2.3850000e+02  2.3875000e+02
  2.3900000e+02  2.3925000e+02  2.3950000e+02  2.3975000e+02  2.4000000e+02
  2.4025000e+02  2.4050000e+02  2.4075000e+02  2.4100000e+02  2.4125000e+02
  2.4150000e+02  2.4175000e+02  2.4200000e+02  2.4225000e+02  2.4250000e+02
  2.4275000e+02  2.4300000e+02  2.4325000e+02  2.4350000e+02  2.4375000e+02
  2.4400000e+02  2.4425000e+02  2.4450000e+02  2.4475000e+02  2.4500000e+02
  2.4525000e+02  2.4550000e+02  2.4575000e+02  2.4600000e+02  2.4625000e+02
  2.4650000e+02  2.4675000e+02  2.4700000e+02  2.4725000e+02  2.4750000e+02
  2.4775000e+02  2.4800000e+02  2.4825000e+02  2.4850000e+02  2.4875000e+02
  2.4900000e+02  2.4925000e+02  2.4950000e+02  2.4975000e+02  2.5000000e+02
  2.5025000e+02  2.5050000e+02  2.5075000e+02  2.5100000e+02  2.5125000e+02
  2.5150000e+02  2.5175000e+02  2.5200000e+02  2.5225000e+02  2.5250000e+02
  2.5275000e+02  2.5300000e+02  2.5325000e+02  2.5350000e+02  2.5375000e+02
  2.5400000e+02  2.5425000e+02  2.5450000e+02  2.5475000e+02  2.5500000e+02
  2.5525000e+02  2.5550000e+02  2.5575000e+02  2.5600000e+02  2.5625000e+02
  2.5650000e+02  2.5675000e+02  2.5700000e+02  2.5725000e+02  2.5750000e+02
                                              Year
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03  1.9990000e+03
